Date,HRMM  Sec,Latitud,Longitud,Depth,Mc,Ml   Mb
2019 0211,0256 51.7,19.552,-71.37,30.7,3.2,2.2
2019 0211,0337 41.7,19.648,-71.41,23.3,3.4,3.4
2019 0211,0933 10.9,18.434,-69.057,123.7,3.3,2.5
2019 0211,0952 36.3,18.479,-72.272,12.5,3.1,2.5
2019 0211,1044 25.8,18.817,-68.015,31.1,3.3,2.1
2019 0211,2311 14.8,19,-67.883,87.7,3.2,2.4
2019 0211,2323 19.0,18.234,-67.698,30.7,3.4,2.4
2019 0212,0421 27.2,16.941,-68.13,21.9,3.5,2.6
2019 0212,1802 12.4,17.972,-66.869,11,2.7,1.4
2019 0212,2019  2.4,18.908,-69.273,10,3,2.6
2019 0213,0018  6.9,18.642,-69.231,106.7,3.4,2.7
2019 0213,0348 18.4,19.065,-68.025,11.8,3.4,2.2
2019 0213,0616 59.2,18.824,-70.409,95.6,3.3,2.6
2019 0213,0809 38.0,19.491,-67.89,21,3.5,2.3
2019 0213,0922 12.2,18.404,-72.024,21.1,3.2,2
2019 0213,1633 48.9,19.002,-70.194,12.1,2.6,2.5
2019 0213,1634 17.0,20.034,-74.502,31,2.9,1.4
2019 0213,2106 53.0,19.835,-70.799,175.3,3.4,2.7
2019 0214,0120 24.8,18.002,-71.346,12.5,3,2.1
2019 0214,0244 21.6,17.49,-68.384,31.1,3.6,3
2019 0214,0247 25.1,17.431,-68.324,23,3.3,2.4
2019 0214,0349 27.8,18.062,-68.065,129.6,3.6,2.9
2019 0214,0833  3.7,19.227,-67.607,15,3,1.7
2019 0214,1425  3.6,18.49,-68.928,115.7,3.1,2.4
2019 0214,1430 14.9,19.765,-69.754,15,3.1,2.5
2019 0214,1443 51.4,18.521,-68.294,123.7,2.9,2.7
2019 0214,1636  8.1,18.301,-70.348,22.9,3,2.3
2019 0214,1926 53.8,20.185,-70.581,22.2,3.4,2
2019 0215,0109 37.0,18.199,-69.422,80,3.4,2.4
2019 0215,0550 40.0,19.354,-68.071,11.4,3.1,2.3
2019 0215,0802 23.6,19.207,-66.76,22.8,2.8,2
2019 0215,1117 52.6,18.951,-71.586,20.8,3,2.8
2019 0216,1209 19.0,19.897,-74.813,31,2.9,1.8
2019 0216,1300 42.7,18.261,-66.981,22.2,2.7,1.6
2019 0216,1458 25.8,17.971,-67.385,82,3.1,1.8
2019 0216,1742 43.9,20.122,-71.372,91.7,3.3,2.6
2019 0216,1828 50.8,19.115,-67.926,15,3,2
2019 0216,1843 21.1,17.936,-66.833,13.3,2.8,2
2019 0216,2107 23.8,18.206,-67.447,11,2.7,1.5
2019 0216,2225  9.4,18.538,-71.523,31,3.2,2.6
2019 0217,0301 11.5,18.836,-69.509,89.1,3.4,2.8
2019 0217,0321  6.9,18.514,-71.444,17.8,2.7,2
2019 0217,0326 39.2,19.175,-66.829,30.9,3.2,1.9
2019 0217,0351 42.6,18.288,-67.081,22.9,3,1.1
2019 0217,0536  6.4,19.375,-68.094,10.6,3.5,2.8
2019 0217,0823  0.3,18.817,-67.485,24.3,3.5,2.2
2019 0217,1051 12.3,19.239,-66.375,12,3.1,2
2019 0217,1228 33.5,18.502,-70.677,25.8,2.9,2.7
2019 0217,1635 19.8,19.293,-66.435,51.7,3.2,1.9
2019 0218,0456 12.7,19.079,-70.621,23,3.1,2.6
2019 0218,0505 26.0,18.879,-70.424,103.4,3,2.2
2019 0218,0551 29.9,18.612,-71.775,54.8,3,1.7
2019 0218,0715 50.3,18.334,-69.11,134.2,3.5,2.7
2019 0218,0918  4.5,19.508,-71.022,15,3.1,1.9
2019 0218,1349  0.2,18.544,-69.061,89.8,3.2,2.6
2019 0219,0105 22.7,18.57,-68.994,177.6,3.6,3.3
2019 0219,0209  6.2,17.859,-66.708,18,2.8,1.3
2019 0219,0419 20.7,17.984,-66.307,13.8,2.5,1.4
2019 0219,0903 21.5,18.193,-69.085,152.9,3.1,2.7
2019 0219,2239  3.2,17.5,-69.039,120.3,3.8,2.8
2019 0219,2341 29.8,19.58,-71.775,81.4,3.3,2.3
2019 0220,435 20.0,18.091,-67.02,15,3.7,1.3
2019 0220,0519 19.0,19.725,-71.179,30.4,3,2
2019 0220,0547 29.2,18.511,-69.148,118.7,3.2,3.7
2019 0220,0601 10.7,18.422,-66.311,15,3.5,
2019 0220,1719 56.4,18.047,-67.556,154.5,3.3,2.5
2019 0220,2336 46.2,19.499,-67.518,43.4,3.2,2.3
2019 0221,0323 52.5,18.118,-71.575,23.1,3.2,2.3
2019 0221,0954 24.3,18.662,-71.712,27.5,3.4,2.8
2019 0221,2141 23.4,18.664,-69.459,84.2,3.1,2.5
2019 0221,2335 24.9,18.668,-69.667,81.1,3.4,2.7
2019 0221,2342 12.4,18.385,-70.8,23.5,2.6,2.5
2019 0222,0223 10.6,19.136,-66.344,60.3,2.9,2
2019 0222,0958 37.6,20.209,-72.553,118.3,3.6,3
2019 0222,1147 34.7,18.616,-71.531,33.9,2.8,1.9
2019 0222,1400 43.8,19.731,-70.158,0,3.4,2.4
2019 0223,1301 17.9,20.222,-71.165,71,3.2,2.9
2019 0223,1921  5.5,19.378,-67.682,21.7,4.4,4.4
2019 0224,0031 42.6,19.986,-70.505,21.2,3.3,2.5
2019 0224,0136 14.7,18.221,-66.625,80,2.7,1.9
2019 0224,0500 57.9,17.854,-68.197,80.1,3.3,2.2
2019 0224,1658 37.6,17.993,-68.028,168.4,3.6,2.3
2019 0225,0033 41.7,18.173,-67.659,29.8,3.1,1.8
2019 0225,0158 41.7,19.257,-69.757,21.9,3.3,2.6
2019 0225,0222 52.8,19.238,-71.516,76.6,3.2,2.7
2019 0225,0337 37.4,18.346,-71.89,19.1,2.6,1.5
2019 0225,0613 10.6,19.643,-70.106,17.7,3.4,2.5
2019 0225,0653 53.3,18.66,-71.628,29.6,2.8,1.4
2019 0225,0722 38.3,19.642,-71.569,31,3.2,2.5
2019 0225,0728 22.1,19.766,-71.057,7.2,3,1.9
2019 0225,1709 13.2,19.129,-70.194,12.1,2.6,2.1
2019 0226,0139 30.7,17.429,-68.18,22.8,3.2,2.3
2019 0226,0230 20.0,19.07,-68.355,22.3,3.2,2
2019 0226,0410 25.7,18.906,-70.283,111.8,3.1,2.2
2019 0226,0939 19.4,19.94,-70.293,23,3.4,3
2019 0226,1315 58.5,19.877,-70.69,165.5,3.4,2.5
2019 0226,1624 20.9,18.112,-68.204,156.9,3.3,2.4
2019 0226,1938 50.2,19.298,-72.587,31,3.2,2.6
2019 0226,2011  8.5,19.751,-71.59,31,3.1,2.2
2019 0227,0054 58.8,19.578,-70.182,18.1,3.2,2.3
2019 0227,0225  4.7,18.589,-67.384,80.2,3.3,2.4
2019 0227,422 18.8,19.593,-65.544,22.9,3.4,
2019 0227,0601 44.2,18.822,-67.825,21.6,3.1,2.3
2019 0227,0834 44.2,18.889,-71.847,39.5,2.7,1.6
2019 0227,2147 28.0,19.019,-69.099,8.2,2.3,1.5
2019 0227,2325 20.2,18.287,-70.345,24.1,2.9,2.2
2019 0227,2341 43.1,19.026,-68.24,22.7,3.3,2.1
2019 0228,150 56.9,18.926,-65.554,47.4,3.2,
2019 0228,0232  5.3,17.812,-68.089,46.4,3.1,2.5
2019 0228,0556 17.4,17.507,-68.419,31,3,2.6
2019 0228,0558 40.5,20.11,-70.535,30.1,3.2,2.7
2019 0228,0847 39.6,19.299,-69.441,15.3,2.9,2.7
2019 0228,1622 18.8,18.734,-66.687,99.1,3.1,2.4
2019 0228,1641 44.8,19.723,-70.248,10.5,3.2,2.2
2019 0301,0239 53.1,18.693,-69.777,89.2,3,3.2
2019 0301,0421  6.9,18.643,-71.497,29.1,2.4,1.4
2019 0301,0511 17.8,17.783,-67.855,159.8,3.3,2.4
2019 0301,0600  3.3,19.97,-70.376,17.1,3.2,2.3
2019 0301,0647 13.3,18.879,-67.955,143.6,3.8,2.4
2019 0301,0711  4.6,19.67,-73.138,15,3.4,3.1
2019 0301,0724 40.7,17.577,-68.627,80.3,3.1,2.3
2019 0301,0810 10.1,17.941,-69.362,23.2,3.1,2.2
2019 0301,1042 36.2,18.83,-70.513,3.7,3,1.6
2019 0301,1411 15.7,18.618,-73.054,10.4,3.3,2.5
2019 0301,1658 57.4,19.117,-70.159,15,2.6,2.1
2019 0301,1843 41.3,16.778,-67.86,34.1,3.4,2.6
2019 0301,1907 28.2,20.122,-70.596,31.1,3.4,2.3
2019 0302,0204 26.0,18.45,-69.533,31,3.4,2.4
2019 0303,0554 23.8,18.594,-69.095,134.1,3.1,2.7
2019 0303,0705 10.5,18.149,-69.052,116.5,2.9,2.5
2019 0303,0848 55.0,19.461,-69.849,20.3,3.2,2.7
2019 0303,0950 35.9,20.315,-70.782,29,3.2,3
2019 0303,1441 43.7,19.256,-69.185,42.8,3,2
2019 0303,1713 46.7,20.149,-70.754,21.5,3.4,2
2019 0303,2013 16.2,19.184,-69.786,12.1,2.9,2
2019 0303,2317  4.1,19.03,-69.858,91.5,3.1,2
2019 0304,0803 33.8,18.603,-70.964,22.9,3,1.8
2019 0304,0947 34.3,18.274,-69.237,59.8,3.5,2.4
2019 0304,1125 50.8,19.704,-70.825,168.2,3.4,2.5
2019 0304,1410  0.1,19.711,-68.295,50.1,3.1,2.6
2019 0304,2128 11.1,19.754,-70.82,7.4,3.4,3.3
2019 0305,0337 54.3,19.359,-69.768,67.4,3.1,1.7
2019 0305,1054 23.3,18.631,-73.036,15,2.7,2.3
2019 0305,1145 40.8,20.018,-70.481,12.1,3.5,3
2019 0305,1259 46.3,18.672,-71.866,45.7,2.7,1.4
2019 0305,1950 10.6,18.085,-68.255,82.9,3.1,2.1
2019 0305,2005 31.2,19.138,-68.978,28.3,2.7,1.9
2019 0305,2052 43.2,18.177,-68.537,139.6,3.4,2.4
2019 0305,2334 26.7,19.069,-68.649,12,3.1,2
2019 0306,0021  2.9,19.107,-67.564,8,3.4,2
2019 0306,0147 44.1,18.523,-68.857,118.6,3.3,2.8
2019 0306,0332 52.3,18.697,-70.905,173.3,3.2,2.2
2019 0306,0334 55.1,19.163,-71.423,64.8,3.1,2
2019 0306,0636 29.8,18.897,-68.153,6.6,3.3,2
2019 0306,0822 32.6,18.236,-66.037,0,3.3,1.8
2019 0306,1457 18.2,18.692,-71.186,129.6,3.3,2.4
2019 0306,2127 14.2,18.371,-70.449,10.7,3.1,1.4
2019 0307,0055 13.3,17.95,-68.38,50.1,2.6,2.1
2019 0307,0245 59.5,19.517,-69.397,58.3,2.9,2.4
2019 0307,0343 49.5,19.143,-67.856,72.9,3.3,2.2
2019 0307,0353 48.3,19.026,-67.243,31,3.2,2
2019 0307,0506 45.9,19.751,-66.463,74.3,3.4,2.5
2019 0307,0526 27.6,18.55,-69.488,107.4,3,2.2
2019 0307,1241 26.8,19.028,-69.216,113.7,3.2,2.4
2019 0307,1257  4.1,19.955,-70.329,139.6,3.1,2.7
2019 0308,0536 42.3,18.977,-67.949,19.3,3.2,1.9
2019 0308,0658 24.6,18.973,-67.353,15,2.9,1.9
2019 0308,0734 26.1,19.116,-69.246,23.1,2.9,2.5
2019 0308,0743 22.8,19.458,-69.897,16.2,2.9,2.1
2019 0308,0751 54.2,19.132,-69.247,20.6,2.7,2.6
2019 0308,1441 35.5,19.732,-73.01,225.6,3.3,3
2019 0308,1523 11.0,9.754,-74.421,700,,
2019 0309,0747 28.3,18.668,-69.419,101.9,2.9,2.6
2019 0309,1050 39.7,17.879,-71.954,25.1,3,4.3
2019 0309,1811  1.0,18.958,-68.077,22.7,3.9,3.8
2019 0309,1925  2.1,18.416,-72.202,12.5,3.3,2.2
2019 0310,0752 55.0,18.81,-68.656,122.9,3.2,2.5
2019 0310,0850  9.5,18.895,-70.342,103.1,2.7,2.4
2019 0310,0855 54.2,18.241,-66.986,24.3,2.3,1.3
2019 0310,1738 31.7,18.541,-72.165,12.1,2.9,2
2019 0310,2107 32.4,17.743,-68.636,23.6,3.3,2.4
2019 0311,635 17.2,18.536,-73.493,22.4,3.1,2.5
2019 0311,0701 17.9,19.004,-67.467,19.9,3.1,1.9
2019 0311,1604 55.0,19.75,-71.243,23,3,2.3
2019 0311,2056 41.1,18.89,-70.309,98.9,3.2,3.5
2019 0311,2104  1.2,18.168,-68.152,142.9,3.5,2.6
2019 0311,2137 35.3,18.576,-71.628,60,2.7,1.9
2019 0312,0005 22.5,18.933,-68.059,12.1,3.2,2.2
2019 0312,0026 11.9,18.051,-66.064,25.9,3,1.9
2019 0312,0247 13.0,17.939,-68.357,12.1,3.2,2
2019 0312,0358 11.8,5.247,-73.782,700,,
2019 0312,1308 53.6,18.022,-65.886,26.3,4.3,4.7
2019 0312,1632 10.6,18.059,-68.424,88.7,3.3,2.5
2019 0312,1653 55.1,18.93,-70.119,10.4,2.8,1.7
2019 0313,0010 17.9,18.622,-70.392,108.8,3,2.5
2019 0313,0330 57.0,19.436,-69.251,87.8,3.1,2
2019 0313,0454 35.2,19.167,-69.816,11.9,3,2
2019 0313,0501 20.9,19,-70.333,23,3.2,2.5
2019 0313,0626 12.3,17.804,-67.688,96,3.2,2
2019 0313,0633 59.3,17.125,-68.124,39.9,3.3,2.2
2019 0313,0820  0.6,19.46,-72.681,18,3.3,2.3
2019 0313,0904 45.3,18.685,-67.858,98.7,3.3,1.8
2019 0313,0907 22.7,18.327,-72.14,143.3,3.5,2.1
2019 0313,1359  7.4,17.943,-66.186,12,3.1,2
2019 0314,0025  3.6,18.623,-69.199,123.4,3.6,2.5
2019 0314,0100 14.7,18.53,-70.336,25.9,2.8,2.2
2019 0314,0358 20.2,17.986,-67.319,35,2.5,1.4
2019 0314,0519  8.0,18.871,-68.939,142.3,3.1,2.7
2019 0314,0604 23.0,18.245,-70.355,23,2.8,1.7
2019 0314,0636  3.9,19.302,-67.588,28.3,3.3,2.5
2019 0314,0706 54.5,18.027,-68.365,105.5,3.1,2.3
2019 0314,0750 58.5,18.074,-67.138,51,2.7,1.5
2019 0314,1227 25.0,19.152,-69.034,22.4,3.2,2.4
2019 0314,1605  3.2,19.547,-70.727,15,3,1.7
2019 0314,1632 21.4,19.101,-70.148,19.7,2.6,2
2019 0314,1859 21.7,18.742,-69.607,79.8,2.8,1.8
2019 0315,0322 19.6,18.358,-68.878,109.5,3.2,2.5
2019 0315,0348 17.8,18.665,-71.6,65.4,2.7,1.7
2019 0315,0406 42.8,19.057,-68.642,30.3,2.7,1.8
2019 0315,1212  6.7,19.899,-70.442,16.8,3.3,2.4
2019 0315,1621 29.8,18.629,-71.438,12,2.6,1.5
2019 0315,1622 14.1,18.126,-67.009,10.1,2.5,1.2
2019 0315,1646 12.5,17.47,-68.384,25.1,3.1,2.4
2019 0315,1819 32.3,18.569,-68.881,130.3,3.4,2.8
2019 0315,2158 52.5,19.17,-67.425,22.9,3.4,2.4
2019 0316,0029  7.4,18.705,-70.718,31,2.6,1.6
2019 0316,0154 41.6,17.319,-68.046,12.1,3.3,2.4
2019 0316,1017 22.6,19.679,-70.165,22.9,3.6,2.7
2019 0316,1044 19.0,19.056,-71.835,55.7,3.1,2
2019 0316,1233 10.3,18.857,-69.681,98.1,2.8,3
2019 0316,1638 38.9,19.367,-69.499,27.8,3,2.5
2019 0316,2227 56.8,18.497,-68.803,119.3,3.1,2.5
2019 0316,2340 58.5,19.216,-69.68,23,2.5,2.2
2019 0317,1238 59.6,18.779,-69.443,89.2,3.7,3.7
2019 0317,1351 34.4,17.881,-68.983,20.7,3.2,
2019 0317,1535 58.8,18.584,-70.363,6.2,1.9,1.7
2019 0317,2036 20.2,18.592,-69.34,94.1,2.9,2.4
2019 0317,2315 25.3,18.705,-72.114,23.2,3.1,2.2
2019 0318,0002 31.0,18.63,-69.423,95.9,2.7,2.1
2019 0318,0006  8.7,19,-70.363,29,2.9,1.9
2019 0318,0057 54.3,18.922,-70.429,31,2.9,2.2
2019 0318,0338  1.5,19.051,-68.658,21.7,3.3,2.1
2019 0318,0449 33.9,19.157,-68.865,20.3,3.5,2.5
2019 0318,0507 25.7,20.248,-70.195,30.5,3.3,2.4
2019 0318,0509 33.7,18.362,-69.63,87.1,3.3,2.1
2019 0318,0545 59.7,19.599,-69.075,31.1,3.3,1.9
2019 0318,0706 26.0,19.655,-70.687,20.3,3.2,1.6
2019 0318,0841 26.4,20.282,-70.7,0,3.4,2.2
2019 0318,1234 32.9,18.746,-69.624,125.2,3.2,2.4
2019 0318,1436 36.8,18.104,-70.554,15.7,2.9,1.9
2019 0318,1658  0.0,18.612,-69.386,51,3,2.4
2019 0318,1817 47.4,18.231,-69.125,53.8,3.4,2.1
2019 0318,2159 17.4,18.433,-68.656,172.7,3.5,2.6
2019 0318,2207 55.2,18.211,-67.63,30.1,3.1,2
2019 0319,0320 33.6,18.319,-68.876,81.7,3.2,2.2
2019 0319,0353 46.7,19.022,-67.94,12,3.3,1.9
2019 0319,0608 44.3,19.151,-69.304,23.7,3,2.2
2019 0319,0758  8.3,17.951,-68.879,106.4,3.4,2
2019 0319,1019  6.8,19.088,-68.588,31.1,3.2,1.9
2019 0319,1244 17.8,18.008,-67.12,10,2.8,1.1
2019 0319,1751 52.0,18.945,-70.122,16.9,2.9,2
2019 0319,1820 14.8,18.332,-70.312,19.9,3,2.3
2019 0319,2209 48.2,19.468,-68.072,11.9,3.4,2.3
2019 0319,2214 22.4,19.416,-68.083,11.6,3.4,2.1
2019 0320,0216 50.8,19.329,-67.694,12,3.4,2
2019 0320,0252  7.6,18.593,-67.841,133.3,3.1,2.1
2019 0320,0306  8.5,18.582,-69.641,137.7,3,3.5
2019 0320,0715 21.6,18.679,-69.777,125.9,3.2,1.8
2019 0320,1128 29.3,19.674,-70.889,23,3.4,3
2019 0320,2242 59.9,18.386,-69.496,127.6,3.4,2.3
2019 0320,2303 20.0,19.112,-71.071,12.1,2.8,1.6
2019 0321,0603  6.9,18.254,-68.477,131.7,3.2,2.4
2019 0321,0654  7.2,18.103,-68.471,75,3.5,2.1
2019 0321,1659 35.0,20.038,-70.607,23,3.3,2.8
2019 0321,1805 14.8,18.518,-70.375,31,3.1,2.6
2019 0322,0020 58.1,20.025,-71.74,11.4,3.2,2.1
2019 0322,0022 10.2,18.844,-72.347,58.2,3.1,1.9
2019 0322,0056 44.4,18.386,-67.469,87.1,3.1,1.8
2019 0322,0552 26.8,18.272,-69.085,119,3.7,2.2
2019 0322,1029 54.5,19.23,-69.808,13.6,2.8,1.7
2019 0322,1041  5.4,19.231,-69.665,15,3.2,2.3
2019 0322,2005 16.3,19.174,-70.448,109.8,2.9,2.4
2019 0322,2023 20.4,20.018,-70.343,18.7,3.4,2.5
2019 0322,2059 55.0,18.57,-70.005,82.1,3,2
2019 0322,2313  9.0,18.347,-70.429,0,2.5,1.2
2019 0323,0147 17.6,18.691,-71.613,31,2.6,1.5
2019 0323,0227 10.8,18.485,-69.162,133.3,3.3,2
2019 0323,0919  4.9,18.288,-68.801,15,3.2,1.8
2019 0323,0933 41.2,18.687,-68.273,132,3.8,2.1
2019 0323,1004 48.4,18.813,-71.062,20,3.1,1.9
2019 0323,1350 16.1,18.014,-67.169,5.2,2.7,2
2019 0323,1512  3.5,19.794,-71.559,30.6,3,2.2
2019 0323,1550  8.5,18.798,-70.371,108.7,2.7,2.5
2019 0324,0612 13.5,19.134,-69.282,15.4,2.3,1.3
2019 0324,0808 42.8,18.258,-66.919,29.3,2.4,
2019 0324,0840  0.6,17.73,-68.456,128.9,3.2,2.4
2019 0324,1001 49.0,19.366,-67.239,31,3.7,3.2
2019 0324,1458 50.4,18.514,-70.408,24.2,2.8,1.9
2019 0324,1509 33.2,17.926,-69.249,31,3.3,2.6
2019 0324,1738 21.4,19.265,-70.464,31,2.9,2.7
2019 0324,2212 11.5,19.855,-70.44,22.6,3.4,2.5
2019 0324,2300 48.5,18.923,-68.114,22.5,3.4,2.4
2019 0325,1656 53.3,19.144,-69.433,21.6,3.2,2.7
2019 0325,2108 21.2,18.656,-71.442,179,3.5,2.3
2019 0326,0048 23.9,19.233,-67.996,12,3.2,2.3
2019 0326,0317 55.1,19.685,-70.883,18.9,3.3,2.5
2019 0326,0320  1.3,18.466,-69.595,106.6,3.4,2.9
2019 0326,0404 39.1,19.15,-67.953,22.6,3.5,2.7
2019 0326,1316 11.9,18.691,-71.354,50.1,2.8,1.3
2019 0326,1653 41.1,18.964,-70.157,14.7,2.6,1.9
2019 0327,0058 43.9,19.138,-68.237,11.8,3.3,1.9
2019 0327,0129 56.5,19.103,-68.213,0.3,3.1,
2019 0327,0224 27.9,20.167,-73.386,75.6,3.3,2.2
2019 0327,0332 20.8,18.628,-69.626,104.9,3.2,2.2
2019 0327,0403 22.6,19.447,-72.233,84.4,3.1,2.1
2019 0327,0406 36.2,19.064,-67.445,56.6,3.4,2.1
2019 0327,0503 21.3,19.123,-68.751,20.6,3.4,2.3
2019 0327,0609  9.0,17.506,-68.457,29,3.4,2.1
2019 0327,0856 52.4,19.372,-69.892,24.9,3,2.1
2019 0327,1314 24.8,18.579,-69.681,132.8,3.4,2.5
2019 0327,1534 16.2,18.397,-64.869,126.9,3.6,3.1
2019 0327,1815 38.2,19.082,-70.175,5.3,3,2
2019 0327,2108 42.5,19.473,-67.725,15,3.3,2
2019 0327,2156  4.3,18.026,-69.526,22.9,3.2,2.4
2019 0327,2156 11.5,18.724,-69.503,76.4,2.8,2.4
2019 0328,0052 33.6,18.239,-67.509,71.1,3,1.6
2019 0328,0107  1.1,18.724,-69.531,129.1,3.3,2.2
2019 0328,237 22.2,18.166,-67.303,23.4,2.7,
2019 0328,0238 48.8,19.765,-69.886,15.6,2.9,2.1
2019 0328,0309 14.8,19.836,-71.036,12.8,2.7,1.8
2019 0328,0536 52.5,17.796,-68.342,49.7,3.7,3.8
2019 0328,1313 26.8,18.746,-71.629,15,3,2.3
