Date,HRMM  Sec,Latitud,Longitud,Depth,Mc,Ml   Mb
2019 0908,1320 32.6,19.002,-69.304,25.6,2,1.9
2019 0908,1321  3.4,19.026,-69.287,25.6,2.1,1.8
2019 0908,1408 14.8,17.978,-70.162,408.8,3.7,
2019 0908,1440 34.8,20.255,-72.895,118.2,3.5,2.7
2019 0908,1602 55.1,19.02,-69.274,29.2,2.1,2.1
2019 0908,1627 43.1,18.809,-69.573,131.4,2.9,2.6
2019 0909,0309 41.4,19.114,-69.06,18.7,3.3,2.2
2019 0909,1224 11.9,18.656,-65.122,79.5,3.2,2.6
2019 0909,2103  6.3,18.921,-70.437,99.9,3.1,2.6
2019 0909,2259 50.4,19.068,-70.369,97.6,2.9,
2019 0910,0510 24.8,18.355,-68.571,127.2,2.9,2.3
2019 0910,0605  3.3,18.537,-70.358,22.8,2.6,2.4
2019 0910,0936 23.9,19.752,-70.677,22.7,3.6,3.5
2019 0910,1140  0.5,20.111,-70.166,12,3.2,2.5
2019 0910,2248 53.4,18.937,-69.859,129.9,3.1,2.3
2019 0911,133  0.0,,,,,
2019 0911,0828 20.4,19.209,-66.424,48.7,4.1,3.1
2019 0911,0859 55.1,18.587,-71.43,0.6,2.9,1.3
2019 0911,1309 42.1,18.926,-68.809,137.1,3.2,2.1
2019 0912,0208 15.3,19.273,-69.81,17.7,3.3,2.6
2019 0912,0438 29.5,19.225,-68.851,12.1,3.3,2.4
2019 0912,0453 16.0,19.46,-69.772,4.1,2.8,1.4
2019 0912,0623 49.5,18.52,-69.635,15,2.9,1.8
2019 0912,0722  0.3,19.268,-68.792,12.3,2.7,1.8
2019 0912,2116  0.0,,,,,
2019 0912,2117  0.0,,,,,
2019 0913,0257 54.7,18.115,-71.544,23,3,1.7
2019 0913,0400 23.9,17.896,-68.375,124.2,3.3,2.2
2019 0913,0515 33.7,17.833,-68.124,170,3.4,2.4
2019 0913,0937 33.3,18.319,-73.771,31.1,3.6,2.6
2019 0914,0407 19.4,12.576,-73.735,23,4.6,3.8
2019 0914,0606  7.6,18.05,-68.502,74.6,3.5,3.2
2019 0914,1321 55.5,19.631,-70.426,15,3.1,2.3
2019 0914,2248 13.0,19.699,-70.612,21.5,3.2,2.7
2019 0915,0059 49.0,18.492,-70.774,167.8,3.4,2.2
2019 0915,0850  1.9,19.152,-67.976,12,3,2
2019 0915,1248 17.8,19.126,-71.175,101.6,3.4,3.7
2019 0915,1804 31.6,18.948,-66.283,57.6,2.9,2
2019 0916,0653 53.5,19.54,-69.789,12.1,3.9,3.8
2019 0916,0659 35.3,19.51,-69.849,11.6,3.4,2.8
2019 0916,0734 33.8,19.583,-69.85,12.1,3.5,2.8
2019 0916,0938 25.2,19.484,-69.881,9.3,3.3,2.4
2019 0916,1048 11.2,19.487,-69.869,12.1,3.2,3.4
2019 0916,1049 21.5,19.488,-69.861,12.5,3.4,3.8
2019 0916,1159 18.0,20.337,-66.689,282.6,3.6,3.3
2019 0916,1946 12.1,19.517,-69.895,12,3.2,2.6
2019 0916,2137 36.4,18.226,-71.975,132.1,3.1,2.1
2019 0917,0306 12.8,19.562,-71.106,52,2.5,2.3
2019 0917,0335 57.7,19.647,-70.087,10.4,3.1,2.1
2019 0917,0612 45.4,19.688,-71.226,22.9,3.1,1.9
2019 0917,0622 33.6,19.237,-68.421,22.9,3.5,2.7
2019 0917,1246 49.3,19.169,-70.682,31,3,2.8
2019 0918,0812  9.2,19.834,-73.05,23,3.2,2.6
2019 0918,1728 47.2,18.973,-70.195,31,2.9,1.6
2019 0918,1823 53.3,17.97,-70.605,44.5,2.9,2
2019 0918,1930  7.5,19.505,-70.363,30,3.3,2.3
2019 0918,1933  0.0,,,,,
2019 0918,2151 12.6,19.225,-73.065,15,3.3,2.5
2019 0918,2237 43.2,19.177,-72.887,22.2,3.5,2.8
2019 0918,2356  0.0,,,,,
2019 0919,0643 45.4,18.063,-68.309,80.9,3.3,2.1
2019 0919,1643 39.8,19.593,-69.797,22.6,3.8,3.6
2019 0920,0407 36.6,18.167,-68.344,130.9,3.3,2.3
2019 0920,0645 13.0,20.162,-70.699,15,3.5,3.3
2019 0920,1241 51.0,18.481,-70.257,13.7,3.1,3
2019 0920,1426  4.7,18.468,-70.235,13.1,2.8,2.2
2019 0920,1451 13.8,18.989,-70.715,97.6,2.9,2.2
2019 0920,1734 18.5,18.5,-70.269,12.1,2.9,2.3
2019 0920,1801 21.9,19.806,-72.129,3,3.3,2.9
2019 0921,0309 48.7,19.302,-69.998,21.3,2.6,1.7
2019 0921,0322 15.7,18.104,-68.021,169.5,2.9,2.1
2019 0921,0336 33.9,18.179,-69.007,91.7,2.6,1.9
2019 0921,0524 52.9,18.106,-71.214,32.1,2.9,1.9
2019 0921,0854 43.4,18.785,-70.403,180.5,2.9,2.5
2019 0921,1138 49.7,18.27,-69.217,85,3.2,2.7
2019 0921,1955 27.0,18.377,-70.48,12,2.8,2.4
2019 0922,0249 49.0,19.03,-67.564,2.4,3.1,1.9
2019 0922,1539  8.9,19.322,-69.872,22.7,2.8,2.2
2019 0922,1635 43.9,18.136,-71.122,25.5,3.3,3
2019 0922,1756  7.1,17.733,-68.926,18.2,3.5,2.5
2019 0922,2104  8.5,17.542,-72.546,20.8,3.3,2.3
2019 0923,0055 45.9,19.204,-67.71,26.4,3.6,3.1
2019 0923,0204  8.6,18.069,-68.971,80,3.1,1.9
2019 0923,0209 35.4,18.955,-69.617,89,3.1,2
2019 0923,0219 27.4,19.133,-70.779,23.1,3.1,1.5
2019 0923,0638  5.5,18.545,-70.258,12,3,1.7
2019 0923,0753  0.2,18.491,-69.712,151.8,3.3,2
2019 0923,0816  0.9,18.461,-69.433,121.2,3.2,2
2019 0923,1620 29.6,19.327,-69.965,23.5,2.8,2.3
2019 0923,1629 25.3,18.5,-70.271,12.3,2.6,1.6
2019 0923,1656 34.4,18.157,-69.592,64.7,2.9,1.9
2019 0924,0029 50.1,18.641,-68.722,143.7,3.3,2.6
2019 0924,0323 32.4,19.373,-67.146,22.9,3.8,4.1
2019 0924,0332 37.8,19.222,-67.047,23.1,3.4,4.8
2019 0924,0343 51.4,19.375,-67.046,29.6,3.8,3.4
2019 0924,0351  6.4,19.331,-67.111,30.2,3.3,4.5
2019 0924,0400 12.9,19.133,-67.11,19.7,3.3,2.3
2019 0924,0405  9.8,19.126,-67.204,22.6,3,2.1
2019 0924,0409 48.0,19.156,-67.184,19.2,3.6,4.4
2019 0924,0421 30.2,19.049,-67.109,30.7,3,2.4
2019 0924,0423 26.0,19.249,-67.237,15,3.4,2.5
2019 0924,0425 26.6,19.234,-67.187,18,3,2.1
2019 0924,0427 23.3,19.146,-67.092,31,3.2,2.7
2019 0924,0431 31.9,19.243,-67.224,1.6,3.2,2.4
2019 0924,0433  7.3,19.258,-67.116,27.8,3.1,2.2
2019 0924,0436 40.5,18.897,-66.786,19.7,3.5,2.3
2019 0924,0442 55.0,19.237,-67.238,29.3,3,1.9
2019 0924,0448 42.3,19.191,-67.106,21.9,3.3,2.5
2019 0924,0450  8.4,19.298,-67.171,22.4,3.3,2.8
2019 0924,1110 12.6,17.586,-70.826,28.7,3,2
2019 0924,1729 19.4,19.017,-70.177,12,3.1,1.9
2019 0924,2019 25.9,19.134,-67.149,30.8,4.1,3.9
2019 0924,2023 58.3,19.253,-67.152,24.8,3.8,3
2019 0924,2032 11.3,19.274,-67.171,22.3,3.7,2.9
2019 0924,2251 41.2,18.742,-71.889,0.3,2.6,1.7
2019 0924,2350 39.1,18.514,-70.428,17.4,3.4,3
2019 0925,0012  6.6,19.205,-67.164,22.5,4.4,4.8
2019 0925,0029 48.8,19.357,-67.104,31,4.1,3.9
2019 0925,033  0.0,,,,,
2019 0925,036  0.0,,,,,
2019 0925,055  0.0,,,,,
2019 0925,0105  5.6,19.299,-67.037,25.4,4.3,4.5
2019 0925,114  0.0,,,,,
2019 0925,140  0.0,,,,,
2019 0925,3 7  0.0,,,,,
2019 0925,432  0.0,,,,,
2019 0925,651  0.0,,,,,
2019 0925,7 0  0.0,,,,,
2019 0925,1024  0.0,,,,,
2019 0925,1037  0.0,,,,,
2019 0925,1056  0.0,,,,,
2019 0925,1157  0.0,,,,,
2019 0925,13 1  0.0,,,,,
2019 0925,13 2  0.0,,,,,
2019 0925,1344 37.8,17.829,-73.782,134.1,4.8,4.6
2019 0925,1354  0.0,,,,,
2019 0925,1427  0.0,,,,,
2019 0925,1454  0.0,,,,,
2019 0925,15 4  0.0,,,,,
2019 0925,1537 27.0,19.14,-67.119,22.8,3.6,2.5
2019 0925,16 9  0.0,,,,,
2019 0925,1613  0.0,,,,,
2019 0926,0212 35.4,19.322,-67.188,23.1,3.9,4.5
2019 0926,0401 48.5,19.113,-67.149,22.6,3.6,2.7
2019 0926,0508 39.8,18.013,-71.607,45.1,2.8,1.9
2019 0926,0617  3.8,19.113,-67.092,31.1,3.5,2.4
2019 0926,0630 46.1,19.195,-67.151,22.9,3.6,2.9
2019 0926,1020 32.0,19.164,-67.095,31,3.7,2.8
2019 0926,1040 21.7,19.198,-67.099,21.7,3.3,2.3
2019 0926,1045 41.1,19.202,-67.143,30.9,3.3,2.3
2019 0926,1142 15.0,19.121,-67.044,22.9,3.1,2
2019 0926,1222 31.2,18.874,-70.351,8.1,2.9,2.1
2019 0926,1223 59.7,19.287,-67.205,31,3.4,2.3
2019 0926,1223 59.0,19.305,-67.151,22.9,3.3,2.2
2019 0926,1226 24.9,19.264,-67.246,18.1,3.2,1.8
2019 0926,1252 34.2,19.258,-67.104,31,3.4,2.7
2019 0926,1348  3.3,19.226,-67.155,21.9,3.4,2.2
2019 0926,1751 22.6,19.29,-67.103,21.9,3.5,2.6
2019 0926,2109  0.4,18.127,-68.061,18.2,3.6,3.2
2019 0926,2244  1.7,17.966,-71.589,19.6,3.2,2.2
2019 0927,0310 58.9,19.141,-67.201,23,3.5,2
2019 0927,0334 30.3,19.277,-67.106,15,3.5,2.1
2019 0927,0351 36.5,19.221,-67.057,24.5,3.8,4.2
2019 0927,0400 28.0,18.974,-67.088,22.9,3,1.7
2019 0927,0459  5.3,19.172,-67.221,31,3.5,2.2
2019 0927,0608 17.4,19.227,-67.141,22.7,3.4,2.2
2019 0927,0706 38.1,19.185,-67.05,20.3,3.4,2.2
2019 0927,0803 38.5,19.081,-67.204,28.2,3.3,1.8
2019 0927,0933 10.5,19.014,-67.089,31,3.3,1.8
2019 0927,0945 32.6,19.043,-69.328,22,2.8,1.6
2019 0927,1153 14.7,19.293,-67.104,15,3.2,2
2019 0927,1209 31.0,19.312,-67.133,22.8,3.7,3.4
2019 0927,1216 14.2,19.15,-67.247,23.1,3.6,2.9
2019 0927,1248  2.4,19.339,-67.203,22.3,3.6,3
2019 0927,1304  3.7,19.235,-66.97,24.9,3.5,3.3
2019 0927,1339 58.2,19.733,-70.7,22.9,3.2,2.3
2019 0927,1350  7.2,19.304,-67.174,24.3,3.2,2
2019 0927,1444  8.3,19.273,-67.225,22.9,3.4,2.3
2019 0927,1819 23.2,19.335,-67.194,19.3,3.4,2.5
2019 0927,1917 24.7,19.163,-67.177,23.3,3.3,1.9
2019 0927,1928 32.0,19.28,-67.184,23,3.5,2.5
2019 0927,2138 34.8,18.992,-69.033,14,2.7,1.6
2019 0927,2350  8.2,18.959,-68.992,14.8,2.6,1.4
2019 0928,0000  4.1,18.915,-66.836,21.2,3.4,2.1
2019 0928,0042 55.5,17.77,-69.247,60.7,3.1,2
2019 0928,0052 40.6,19.244,-67.157,22.6,3.6,2.9
2019 0928,0113 20.0,20.695,-66.1,20.1,4,
2019 0928,0738 12.1,18.483,-70.265,16.9,2.7,2.5
2019 0928,0854 12.8,18.598,-71.767,30.7,2.6,2.3
2019 0928,1234 33.3,18.411,-68.827,155.1,3.5,3.1
2019 0928,1304 37.3,19.703,-70.037,12.7,3,2.3
2019 0928,1322 15.2,19.104,-67.163,22.6,3.6,2.4
2019 0928,1354 46.1,19.388,-67.086,15,3.1,2
2019 0928,1423  0.0,,,,,
2019 0928,1537 57.2,19.172,-67.34,15,3.3,1.8
2019 0928,1558 49.9,19.127,-67.667,23.5,3.1,1.9
2019 0928,1622 10.6,19.247,-67.264,12,3,2.2
2019 0928,1624 27.0,19.056,-67.712,31.3,3.2,2.2
2019 0928,1642  1.7,19.258,-67.182,15,3.9,3.7
2019 0928,1647  0.0,,,,,
2019 0928,1739  0.0,,,,,
2019 0928,1747 21.2,19.394,-67.954,158.7,3.7,2.5
2019 0928,1755  0.0,,,,,
2019 0928,1811  0.0,,,,,
2019 0928,1817  0.0,,,,,
2019 0928,1952 20.1,19.146,-67.214,23,3.5,2.7
2019 0928,2000 41.5,19.144,-67.279,30.3,3.1,1.7
2019 0928,2025  0.0,,,,,
2019 0928,2056  0.0,,,,,
2019 0928,2153 18.6,18.984,-67.494,29.2,2.9,1.8
2019 0928,2245  0.0,,,,,
2019 0928,2250  0.0,,,,,
2019 0929,0158 41.8,19.07,-67.185,19.2,3.4,1.8
2019 0929,0237 37.7,19.095,-67.211,20.3,3.5,2.4
2019 0929,0354 35.1,18.778,-71.574,1.7,2.8,1.1
2019 0929,0504 53.1,19.238,-67.259,26.6,3.4,2
2019 0929,0635 23.0,19.239,-67.037,31,3.3,1.9
2019 0929,0732 52.3,19.223,-67.21,31,3.8,3.6
2019 0929,0832 42.0,19.099,-67.782,21.9,3.4,2.5
2019 0929,0920 13.5,19.025,-67.797,11.2,3.4,2.1
2019 0929,1021 56.0,19.274,-67.255,20.3,3.5,3.3
2019 0929,1025  5.3,19.306,-67.241,20.4,3.6,3.5
2019 0929,1249 26.2,19.132,-67.327,15,3,1.7
2019 0929,1408 28.3,19.266,-67.206,23.7,3.5,2.9
2019 0929,1412 53.8,19.228,-67.498,15,2.9,1.7
2019 0929,1442 10.5,19.23,-67.21,21.2,3.6,3.2
2019 0929,1451 31.7,19.271,-67.152,15,3.2,2.3
2019 0929,1551 22.8,19.239,-67.069,15,3.1,2.3
2019 0929,1553 49.8,19.106,-67.113,30.6,2.8,1.7
2019 0929,1611 36.2,19.033,-66.751,23.9,3.1,2.6
2019 0929,1755  0.0,,,,,
2019 0929,1829  2.8,18.51,-70.273,12.1,2.5,1.7
2019 0929,19 5  0.0,,,,,
2019 0929,1911 21.8,19.283,-67.229,11.8,3,2
2019 0929,1943  0.0,,,,,
2019 0929,2004 40.7,19.285,-67.168,30.3,3.5,3
2019 0929,2020  0.0,,,,,
2019 0929,2035 46.0,19.283,-67.159,15,3.5,3.3
2019 0929,2041  0.0,,,,,
2019 0929,2049 44.8,19.179,-67.231,31,3.3,2.4
2019 0929,2150  3.9,19.262,-67.028,32.6,3.6,2.7
2019 0929,2221 45.7,20.976,-65.969,20.3,4,
2019 0929,2241 14.6,19.34,-67.159,20.3,3.6,3.6
2019 0929,2245 19.3,19.29,-67.213,27.2,3.3,2
2019 0929,2248  7.5,18.864,-67.185,151.8,3.5,2.1
2019 0929,2355 34.7,19.141,-67.059,22.4,3.6,2.9
2019 0930,0011  8.4,19.244,-67.236,31,3.5,2.1
2019 0930,0013 43.6,19.389,-67.127,20.2,3.4,1.6
2019 0930,0021  9.4,19.297,-67.115,22.5,3.3,1.6
2019 0930,0137  6.6,19.223,-67.217,22.5,3.3,1.7
2019 0930,0213 28.0,19.327,-67.111,22.1,3.4,1.6
2019 0930,0330  3.8,18.001,-70.913,203.1,2.8,2.2
2019 0930,0405 58.6,19.914,-73.166,31.1,3.5,2.3
2019 0930,0428 31.1,19.201,-67.183,21.7,3.6,2.8
2019 0930,0432 19.0,19.116,-67.147,18.8,3.1,1.8
2019 0930,0441  4.8,19.166,-64.393,93.6,3.6,2.6
2019 0930,0506 36.1,19.233,-67.068,22.2,3.5,2.6
2019 0930,514  0.0,,,,,
2019 0930,534  0.0,,,,,
2019 0930,649  0.0,,,,,
2019 0930,837  0.0,,,,,
2019 0930,839  0.0,,,,,
2019 0930,910  0.0,,,,,
2019 0930,919  0.0,,,,,
2019 0930,957  0.0,,,,,
2019 0930,1011 26.5,19.397,-69.508,15.9,3.1,1.6
2019 0930,1015  8.0,19.257,-67.054,34,3.2,2.1
2019 0930,1051 37.2,18.54,-70.267,22.1,3.1,2
2019 0930,1200 20.0,18.104,-68.188,104.1,2.9,2.4
2019 0930,1238 49.5,19.291,-67.121,22.3,3.2,2.2
2019 0930,1247 45.3,19.113,-67.327,20.9,2.8,1.9
2019 0930,1256 19.2,18.098,-71.272,22.7,2.6,2.2
2019 0930,1435 21.1,19.373,-68.835,104.7,2.8,2.6
2019 0930,1516 43.8,18.888,-70.124,98.3,2.8,1.9
2019 0930,1535 28.0,19.268,-67.195,16,2.9,2.1
2019 0930,1821 44.7,19.261,-67.258,31.1,3.4,2.4
2019 0930,2131 17.1,18.579,-69.131,145.3,3.4,2.6
2019 0930,2219 44.7,18.417,-70.509,23,3.1,1.4
2019 0930,2237 31.7,18.884,-68.191,152.3,3.5,2.5
2019 1001,0232 41.5,19.11,-67.188,25.8,3.4,2.1
2019 1001,0257 48.6,19.197,-67.467,31.8,3.3,2
2019 1001,0355 36.5,19.363,-66.92,31,3.4,2.3
2019 1001,0456 44.1,19.151,-67.372,22.7,3,1.7
2019 1001,0528  6.4,19.081,-67.168,31,3.1,1.8
2019 1001,0528  5.8,19.145,-67.136,20.4,3.2,2
2019 1001,0852  6.7,19.203,-66.923,17.3,3.1,1.7
2019 1001,0900 31.3,19.273,-67.101,21.7,3.3,2.1
2019 1001,1057 18.7,18.503,-72.862,15,3.2,2.2
2019 1001,1106 25.3,18.629,-71.726,30.2,2.6,1.9
2019 1001,1212 17.2,18.09,-66.123,106.3,3.2,2.3
2019 1001,1551 44.3,18.535,-69.638,131.3,3.2,2.6
2019 1001,1632 27.4,18.477,-70.26,12.1,2.7,2.3
2019 1001,1634 11.3,18.462,-70.266,15,2.9,2.1
2019 1001,1932 58.4,18.449,-70.301,19.8,2.5,2.1
2019 1001,1946 29.6,18.1,-68.707,135.6,3.4,2.9
2019 1001,2359 58.2,19.361,-65.084,97.4,3.7,3.3
2019 1002,0005 14.6,18.726,-69.284,56.5,3.4,2.6
2019 1002,0050 15.4,19.255,-67.159,21.7,3.5,2.7
2019 1002,0054 55.9,19.313,-67.147,30.9,3.5,2.4
2019 1002,0103 34.6,19.263,-67.214,21.9,3.6,2.7
2019 1002,0300 54.1,19.115,-67.267,26.1,3.2,2
2019 1002,0408 16.3,18.944,-66.931,137.4,3.5,2.2
2019 1002,0445 42.3,17.822,-68.515,22.7,3.2,2
2019 1002,0603  7.1,19.014,-67.116,24.2,3.3,1.9
2019 1002,0622 54.6,18.675,-68.911,83,2.9,2.1
2019 1002,0650 58.0,19.235,-67.157,27.2,3.6,2.8
2019 1002,0718 19.4,19.286,-67.184,22.6,3.6,3.1
2019 1002,0801 23.6,17.869,-70.901,12.2,2.8,1.5
2019 1002,0830 34.8,18.495,-70.386,83.1,2.8,2.3
2019 1002,0841 45.9,19.216,-67.279,18.7,3.3,2
2019 1002,0920  1.6,19.877,-70.866,82.1,2.9,2.1
2019 1002,0933 29.8,18.884,-66.852,26.3,2.9,1.9
2019 1002,0934 50.6,18.944,-66.651,46.5,2.9,1.9
2019 1002,1108 10.2,19.268,-67.158,31,3.8,4.3
2019 1002,1129 17.6,19.178,-67.028,31,3.5,3.2
2019 1002,1216 25.2,19.141,-67.169,50,3,2.3
2019 1002,1456  6.5,19.877,-70.735,1,3.3,2.1
2019 1002,1753 14.5,19.238,-67.196,31,3.2,2
2019 1002,1911 53.1,19.198,-67.21,30.1,3.3,2.2
2019 1002,2104 42.4,19.139,-67.09,12,3,1.8
2019 1002,2109 35.1,19.284,-67.122,20.9,3.4,2
2019 1002,2337 56.9,18.702,-72.052,80.5,2.7,1.8
2019 1003,0108 49.4,18.784,-69.422,106.3,3.2,2.4
2019 1003,0438 32.5,19.015,-67.042,46,3.2,1.8
2019 1003,0518 20.2,19.055,-67.039,30.4,3.1,1.9
2019 1003,0601 46.4,17.973,-68.22,19.7,3.1,1.8
2019 1003,0750  1.9,19.247,-67.255,15,3.3,2
2019 1003,0848  3.4,19.07,-67.237,22.9,3.1,1.9
2019 1003,0854 58.8,19.059,-67.131,103.4,3.3,1.9
2019 1003,1123 23.6,19.115,-67.279,12.1,3.4,2.1
2019 1003,1123 23.6,19.23,-67.14,31.1,3,2.2
2019 1003,1129 49.0,19.201,-67.2,22.3,3.6,3.2
2019 1003,1157 26.9,19.23,-67.135,31,3.2,2.7
2019 1003,1330 24.4,20.155,-70.68,23,3.1,2.3
2019 1003,1452  0.0,,,,,
2019 1003,1611 58.5,19.285,-67.268,22.2,3.4,2.5
2019 1003,1736  6.3,19.191,-70.348,3.6,2.7,2
2019 1003,1732 31.1,19.148,-73.034,230.4,3.6,2.7
2019 1003,1759 52.6,19.193,-67.547,20.8,3.5,2.9
2019 1003,1811 19.4,17.987,-68.114,101.7,3.4,3
2019 1003,2013 54.8,19.699,-70.723,23,3.2,2
2019 1003,2054 13.0,19.204,-67.265,21.3,3.4,2
2019 1003,2101 26.9,17.876,-65.634,15,3.3,
2019 1003,2111 19.6,19.091,-67.533,23,3.1,1.9
2019 1003,2203 26.3,19.334,-67.214,23,3.8,3.5
2019 1003,2334 57.9,19.694,-70.748,22.9,3.3,2.1
2019 1003,2344 49.9,19.718,-71.601,11.9,3,2.4
2019 1004,0747 15.7,19.263,-67.244,18.6,3.7,3.8
2019 1004,0751 44.9,19.247,-67.278,21.8,3.6,3.3
2019 1004,8 1 27.9,19.055,-67.295,22.5,3.5,2.2
2019 1004,0807 47.8,19.065,-67.318,23,3.4,2.1
2019 1004,1013 46.8,19.596,-68.603,82.9,3.1,2.6
2019 1004,1055 37.2,19.242,-67.315,21.6,3.5,2.4
2019 1004,1119 27.8,18.161,-68.42,106.7,3.3,2
2019 1004,1341  2.1,19.147,-67.168,22.5,3.1,2.7
2019 1004,1412 40.1,19.207,-70.686,31.1,2.8,2.2
2019 1004,1516 18.5,19.31,-67.121,31.1,3.1,2.6
2019 1004,1743  2.3,19.287,-67.186,21.7,3.2,2.2
2019 1004,2119  8.5,19.149,-67.088,22.8,3.4,1.9
2019 1004,2142 12.2,18.532,-69.031,111.8,3.7,3.7
2019 1004,2150 16.3,19.386,-69.916,21,3.7,3.7
2019 1005,0011 53.0,19.082,-67.141,22.9,3.6,3.3
2019 1005,0013 58.8,19.238,-67.299,11.9,3.6,3
2019 1005,0329 44.1,18.62,-70.6,94.8,2.8,2.3
2019 1005,0333 56.5,19.082,-67.051,23.1,3.5,2.5
2019 1005,0340 43.2,18.663,-70.327,93.5,2.8,2.4
2019 1005,0344  3.0,19.147,-67.009,22.8,3.3,2.1
2019 1005,0448 30.8,19.315,-67.226,22.5,3.1,1.8
2019 1005,0530 35.7,19.181,-67.318,22.3,3.1,1.7
2019 1005,0532 52.7,18.805,-71.513,29.9,3,2
2019 1005,0549 21.4,19.12,-67.14,28.9,3.1,1.6
2019 1005,0642 22.7,19.33,-67.131,30.9,3.8,3.8
2019 1005,0828 25.1,19.027,-67.077,112.4,3.2,1.8
2019 1005,0902 23.8,19.122,-67.352,22.3,3,1.6
2019 1005,1218 44.8,19.289,-67.18,15,3.7,3.2
2019 1005,1554 16.5,19.364,-67.05,21.4,3.5,3.1
2019 1005,1636 47.3,19.37,-67.126,21.9,3.4,2.6
2019 1005,1829 52.3,19.115,-67.146,21.2,3.5,2.8
2019 1005,1950 32.2,18.079,-71.664,16.3,2.8,1.9
2019 1006,0142 10.4,19.014,-67.221,31,3.3,1.9
2019 1006,0356 54.3,19.2,-67.161,40.8,3.3,1.8
2019 1006,0558 18.9,18.581,-66.895,24.9,3.3,2.3
2019 1006,0708  8.4,19.143,-69.474,59.3,2.7,1.3
2019 1006,0808 37.4,19.389,-70.011,24.5,2.8,1.4
2019 1006,0820 41.9,19.581,-69.94,17,3.1,1.7
2019 1006,0951 14.5,19.156,-67.028,37.3,3.3,1.6
2019 1006,0958 17.1,19.383,-70.573,9.1,3.2,1.8
2019 1006,1231  9.9,19.159,-67.18,28.6,3.5,2.7
2019 1006,1259 54.2,19.05,-67.238,24,3.1,1.5
2019 1006,1306 43.4,19.276,-68.342,21.8,3.3,2.3
2019 1006,1510 42.3,20.097,-65.038,31.1,4.3,4.9
2019 1006,1556 12.7,19.178,-67.124,23,3,2
2019 1006,1558 35.9,19.146,-67.403,30.5,3,1.7
2019 1006,1610 42.4,20.227,-65.299,22.5,4.1,3
2019 1006,1639 52.6,19.035,-67.236,22.9,2.9,1.5
2019 1006,1648 46.8,19.08,-67.24,22.1,3.3,2.2
2019 1006,1930 33.3,19.253,-67.191,30.7,3.5,2.4
2019 1006,2335 18.1,17.577,-68.884,15,3.3,
2019 1007,0222 26.6,19.135,-69.644,23,3.1,2.1
2019 1007,0442 44.8,18.876,-70.441,91.5,3.2,2.2
2019 1007,0530 32.3,19.125,-69.627,22.9,3.2,2.3
2019 1007,0611 55.7,19.163,-67.096,22.3,3.4,2
2019 1007,0643  2.4,19.18,-67.085,23.1,3.5,1.9
2019 1007,0804 16.7,19.746,-70.709,20.4,3.3,1.9
2019 1007,0851 58.7,19.259,-67.182,22.4,3.5,2.7
2019 1007,0938 48.5,19.191,-67.165,22.4,3.3,1.7
2019 1007,1312 23.7,-0.205,-73.291,42.3,,
2019 1007,1343 51.7,19.155,-67.168,30.3,3.4,2.4
2019 1007,1929 33.2,19.137,-70.345,23.6,2.8,2
2019 1007,2324 15.2,19.002,-67.033,23,3.3,2
2019 1008,0008  2.7,19.277,-67.136,24.6,3.6,2.8
2019 1008,0011 44.3,19.21,-69.606,34.9,2.8,1.9
2019 1008,0221 38.3,19.696,-69.937,0,3.2,2.3
2019 1008,0237  2.1,18.437,-68.601,31.6,2.5,1.7
2019 1008,0249 43.4,18.639,-69.362,104.2,3,2.7
2019 1008,0346 34.0,19.1,-69.047,21.8,2.8,2.3
2019 1008,0734 13.8,18.959,-70.349,92.4,2.8,2.5
2019 1008,0808 44.5,18.579,-66.992,84.1,3,2.3
2019 1008,1038 15.1,18.303,-67.022,147.8,3,2.4
2019 1008,1050 47.3,19.27,-67.235,31,3,2.4
2019 1008,1103 27.6,19.317,-67.947,21.1,3,2.1
2019 1008,1141 46.1,19.357,-67.114,20.9,3.6,3.4
2019 1008,1229 17.0,19.189,-67.08,24.1,3.2,2.4
2019 1008,1255 28.9,19.222,-67.211,27.6,3.1,2.5
2019 1008,1818  1.2,19.318,-67.202,28.9,4.2,3.8
2019 1008,1844 25.5,19.274,-67.163,31,3.6,2.7
2019 1008,1856 40.5,19.472,-69.446,15,3,2.2
2019 1008,2223 14.6,19.245,-67.121,31,3.6,2.7
2019 1008,2326 21.0,19.254,-67.154,22.6,3.6,3
2019 1009,0000  3.5,19.313,-67.222,23,3.5,3.2
2019 1009,0006 15.3,19.283,-67.186,24.7,3.4,2.2
2019 1009,0028 19.0,19.268,-67.223,21.4,3.4,2.3
2019 1009,0201 18.0,19.401,-67.047,30,3.4,2.5
2019 1009,0408 52.9,18.138,-69.709,98.6,2.7,2.5
2019 1009,0421 41.8,19.194,-67.11,15,3.2,2.2
2019 1009,0957 55.5,19.292,-69.413,24.3,2.4,1.6
2019 1009,1121 34.1,19.508,-73.676,22.9,3.1,2.5
2019 1009,1256 12.0,18.483,-67.012,148,2.8,2.5
2019 1009,1726 50.4,18.444,-67.633,113.7,3.3,2.2
2019 1009,2031 16.1,19.221,-67.371,15,3.3,2.1
2019 1009,2158 46.7,18.635,-71.707,7.9,2.7,1.2
2019 1009,2224 35.3,20.039,-70.505,15,3.3,1.9
2019 1009,2257 42.6,19.971,-66.545,15,3.8,2.5
2019 1010,0003 59.1,19.341,-67.225,21.4,3.7,2.9
2019 1010,0248 47.7,19.813,-70.698,15,3.4,2.8
